-3.45198;-6.89033;2.19991;2.20003;15.6803;103.679;250
7.79794;6.45441;2.29995;2.3;14.5803;106.579;138
-1.75418;1.94666;2.40004;2.39999;13.5198;109.521;140
-7.66045;3.62576;2.49998;2.49999;12.5002;112.499;136
-9.8242;-3.33072;2.60016;2.59998;11.5193;115.522;136
8.11957;-9.91002;2.69983;2.70016;10.5801;118.58;136
-8.80156;-9.49822;2.80001;2.8;9.67998;121.68;252
-3.41311;4.78191;2.89999;2.90002;8.81997;124.82;138
-1.7208;6.16137;2.99992;3.00003;8.00021;127.999;138
4.70074;3.10698;3.09998;3.10001;7.22005;131.22;144
-6.50675;4.90362;3.20001;3.2;6.47995;134.48;136
-0.274744;-7.39712;3.30013;3.3002;5.77886;137.786;136
4.77048;-9.56367;3.39995;3.4002;5.11954;141.122;136
0.872153;-5.87266;3.49994;3.49988;4.50054;144.497;136
0.458449;-8.97129;3.59994;3.59987;3.92051;147.917;136
-7.67275;2.55549;3.69987;3.7;3.38033;151.378;136
8.68555;5.18636;3.8;3.8;2.88001;154.88;140
-9.0803;4.35977;3.90005;3.89999;2.4199;158.421;136
5.26293;-9.16318;3.99994;4.00024;1.99964;162.003;136
-3.63215;-8.92253;4.09999;4.1;1.62001;165.62;250
4.61313;-6.44371;4.19998;4.19992;1.28016;169.278;136
-9.88908;1.13453;4.30017;4.30002;0.979742;172.983;134
4.97724;2.07836;4.4;4.39998;0.720018;176.72;142
-3.69204;0.356304;4.5001;4.49999;0.499913;180.502;136
-5.3447;2.30524;4.60009;4.59999;0.319938;184.321;136
-0.846111;-5.97081;4.6999;4.70003;0.180041;188.179;250
-5.75734;5.10487;4.79977;4.80002;0.0800839;192.076;136
4.58557;4.08122;4.90002;4.90002;0.0199934;196.021;146
-1.45762;2.36082;5.00011;5.00001;1.17576e-08;200.002;138
